Log-Kategorie,Ordner,Dateiname,Datum,Zeit,Severity,Type/Source,Description
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,08:42:28.002,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_B\GH_DP5_SKIE_B_5760X1416_202510021514.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_B\GH_DP5_SKIE_B_5760X1416_202510021514.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,08:42:28.009,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP1_TOWN_5760x1416_202510021426.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP1_TOWN_5760x1416_202510021426.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,08:42:28.012,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP2_TOWN_5760x1416_202510021426.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP2_TOWN_5760x1416_202510021426.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,08:42:28.014,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP3_TOWN_5476x1416_202510021426.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP3_TOWN_5476x1416_202510021426.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,08:42:28.017,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP4_TOWN_5760x1416_202510021426.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP4_TOWN_5760x1416_202510021426.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,08:42:28.019,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP5_TOWN_5760x1416_202510021426.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP5_TOWN_5760x1416_202510021426.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,08:42:41.398,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\LHUB\GH_DP5_LHUB_5760x1416_202509301622.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\LHUB\GH_DP5_LHUB_5760x1416_202509301622.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,08:42:53.505,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_A\GH_DP6_SKIE_A_5476X1416_202510021510.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_A\GH_DP6_SKIE_A_5476X1416_202510021510.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,08:42:53.505,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_B\GH_DP6_SKIE_B_5476X1416_202510021514.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_B\GH_DP6_SKIE_B_5476X1416_202510021514.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,08:42:53.505,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP6_TOWN_5476x1416_202510021426.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP6_TOWN_5476x1416_202510021426.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,14:07:34.892,error,End of file,
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,14:08:11.602,error,7x 'End of file',
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,14:08:29.277,error,The I/O operation has been aborted because of either a thread exit or an application request.,
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,14:08:41.323,error,The file handle supplied is not valid.,
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,14:08:41.676,error,An existing connection was forcibly closed by the remote host.,
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,14:09:11.658,error,6x 'End of file',
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,14:17:56.634,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\FOLI\GH_DP3_FOLI_5476x1416_202510021403.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\FOLI\GH_DP3_FOLI_5476x1416_202510021403.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,14:17:56.634,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\FOLI\GH_DP5_FOLI_5760x1416_202510030832.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\FOLI\GH_DP5_FOLI_5760x1416_202510030832.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,14:17:56.635,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\FOLI\GH_DP6_FOLI_5476x1416_202510030832.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\FOLI\GH_DP6_FOLI_5476x1416_202510030832.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,14:17:56.636,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\LHUB\GH_DP1_LHUB_5760x1416_202509301622.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\LHUB\GH_DP1_LHUB_5760x1416_202509301622.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,14:17:56.636,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\LHUB\GH_DP2_LHUB_5760x1416_202509301622.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\LHUB\GH_DP2_LHUB_5760x1416_202509301622.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,14:17:56.637,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\LHUB\GH_DP3_LHUB_5476x1416_202509301622.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\LHUB\GH_DP3_LHUB_5476x1416_202509301622.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,14:17:56.638,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\LHUB\GH_DP4_LHUB_5760x1416_202509301622.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\LHUB\GH_DP4_LHUB_5760x1416_202509301622.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,14:17:56.639,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\BLUE_A\GH_DP2_BLUE_A_5760x1416_202510011624.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\BLUE_A\GH_DP2_BLUE_A_5760x1416_202510011624.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,14:17:56.640,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\BLUE_A\GH_DP3_BLUE_A_5476x1416_202510011624.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\BLUE_A\GH_DP3_BLUE_A_5476x1416_202510011624.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,14:17:56.641,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\BLUE_A\GH_DP4_BLUE_A_5760x1416_202510011624.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\BLUE_A\GH_DP4_BLUE_A_5760x1416_202510011624.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,14:17:56.641,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\BLUE_A\GH_DP5_BLUE_A_5760x1416_202510011624.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\BLUE_A\GH_DP5_BLUE_A_5760x1416_202510011624.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,14:17:56.642,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\BLUE_A\GH_DP6_BLUE_A_5476x1416_202510011624.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\BLUE_A\GH_DP6_BLUE_A_5476x1416_202510011624.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,14:17:56.642,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_A\GH_DP1_SKIE_A_5760X1416_202510021510.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_A\GH_DP1_SKIE_A_5760X1416_202510021510.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,14:17:56.643,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_A\GH_DP2_SKIE_A_5760X1416_202510021510.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_A\GH_DP2_SKIE_A_5760X1416_202510021510.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,14:17:56.644,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_A\GH_DP3_SKIE_A_5476X1416_202510021510.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_A\GH_DP3_SKIE_A_5476X1416_202510021510.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,14:18:49.374,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\LHUB\GH_DP6_LHUB_5476x1416_202509301622.mov' to '<preview>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\LHUB\GH_DP6_LHUB_5476x1416_202509301622.mov' failed: copying failed (LocalHost: unable to init copy request),
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,14:37:38.545,error,8x 'End of file',
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,14:39:38.658,error,2x 'End of file',
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,15:00:58.890,error,3x 'The I/O operation has been aborted because of either a thread exit or an application request.',
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,15:37:58.694,error,7x 'The I/O operation has been aborted because of either a thread exit or an application request.',
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,17:09:47.232,error,5x 'An existing connection was forcibly closed by the remote host.',
rx_logs,,utility-27110-1.log,Sat 04.Oct. ,17:26:49.190,error,5x 'The I/O operation has been aborted because of either a thread exit or an application request.',
rx_logs,,utility-27110-1.log,Sun 05.Oct. ,07:44:24.556,error,6x 'An existing connection was forcibly closed by the remote host.',
rx_logs,,utility-27110-1.log,Sun 05.Oct. ,07:45:24.611,error,2x 'An existing connection was forcibly closed by the remote host.',
rx_logs,,utility-27110-1.log,Sun 05.Oct. ,11:26:37.108,error,3x 'End of file',
rx_logs,,utility-27110-1.log,Sun 05.Oct. ,18:41:50.870,error,9x 'The I/O operation has been aborted because of either a thread exit or an application request.',
rx_logs,,utility-27110-1.log,Mon 06.Oct. ,16:30:36.891,error,8x 'The I/O operation has been aborted because of either a thread exit or an application request.',
rx_logs,,utility-27110-1.log,Mon 06.Oct. ,19:39:33.103,error,4x 'The I/O operation has been aborted because of either a thread exit or an application request.',
rx_logs,,utility-27110-1.log,Tue 07.Oct. ,08:42:18.699,error,4x 'An existing connection was forcibly closed by the remote host.',
rx_logs,,utility-27110-1.log,Tue 07.Oct. ,10:21:22.287,error,11x 'An existing connection was forcibly closed by the remote host.',
rx_logs,,utility-27110-1.log,Tue 07.Oct. ,10:30:14.826,error,2x 'The I/O operation has been aborted because of either a thread exit or an application request.',
rx_logs,,utility-27110-1.log,Tue 07.Oct. ,10:53:08.034,error,14x 'End of file',
rx_logs,,utility-27110-1.log,Tue 07.Oct. ,10:54:08.212,error,15x 'End of file',
rx_logs,,utility-27110-1.log,Tue 07.Oct. ,10:59:30.494,error,6x 'The I/O operation has been aborted because of either a thread exit or an application request.',
rx_logs,,utility-27110-1.log,Tue 07.Oct. ,11:11:41.862,error,7x 'An existing connection was forcibly closed by the remote host.',
rx_logs,,utility-27110-1.log,Tue 07.Oct. ,13:39:46.715,error,4x 'End of file',
rx_logs,,utility-27110-1.log,Tue 07.Oct. ,13:40:46.949,error,13x 'End of file',
rx_logs,,utility-27110-1.log,Tue 07.Oct. ,13:49:47.512,error,12x 'End of file',
rx_logs,,utility-27110-1.log,Tue 07.Oct. ,14:39:50.442,error,5x 'End of file',
rx_logs,,utility-27110-1.log,Tue 07.Oct. ,16:53:49.354,error,9x 'An existing connection was forcibly closed by the remote host.',
rx_logs,,utility-27110-1.log,Thu 09.Oct. ,16:08:23.341,error,10x 'End of file',
rx_logs,,utility-27110-1.log,Fri 10.Oct. ,13:44:14.791,error,9x 'End of file',
rx_logs,,utility-27110-1.log,Fri 10.Oct. ,13:44:14.791,error,3x 'An existing connection was forcibly closed by the remote host.',
rx_logs,,utility-27110-1.log,Fri 10.Oct. ,13:53:15.326,error,14x 'An existing connection was forcibly closed by the remote host.',
rx_logs,,utility-27110-1.log,Fri 10.Oct. ,14:15:16.592,error,8x 'An existing connection was forcibly closed by the remote host.',
rx_logs,,utility-27110-1.log,Sat 11.Oct. ,09:18:51.773,error,13x 'An existing connection was forcibly closed by the remote host.',
rx_logs,,utility-27110-1.log,Sat 11.Oct. ,09:24:52.121,error,12x 'An existing connection was forcibly closed by the remote host.',
rx_logs,,utility-27110-2.log,Thu 28.Aug. ,16:14:01.948,error,transferring file from 'D:/Content/HOUS_LEDS_ANIM_GradientColor_Horizontal_v001/DP5/HOUS_LEDS_ANIM_GradientColor_Horizontal_DP5_v001_[00000-00898].mp4' to '<default>D:\Content\HOUS_LEDS_ANIM_GradientColor_Horizontal_v001\DP5\HOUS_LEDS_ANIM_GradientColor_Horizontal_DP5_v001_[00000-00898].mp4' failed: file not found (192.168.210.2:27102),
rx_logs,,utility-27110-2.log,Thu 28.Aug. ,16:14:01.948,error,transferring file from 'D:/Content/HOUS_LEDS_LOOP_GradientColor_Vertical_v002/DP1/HOUS_LEDS_LOOP_GradientColor_Vertical_DP1_v002_[0000-0898].mp4' to '<default>D:\Content\HOUS_LEDS_LOOP_GradientColor_Vertical_v002\DP1\HOUS_LEDS_LOOP_GradientColor_Vertical_DP1_v002_[0000-0898].mp4' failed: file not found (192.168.210.2:27102),
rx_logs,,utility-27110-2.log,Thu 28.Aug. ,16:14:01.948,error,transferring file from 'D:/Content/HOUS_LEDS_LOOP_GradientColor_Vertical_v002/DP3/HOUS_LEDS_LOOP_GradientColor_Vertical_DP3_v002_[0000-0898].mp4' to '<default>D:\Content\HOUS_LEDS_LOOP_GradientColor_Vertical_v002\DP3\HOUS_LEDS_LOOP_GradientColor_Vertical_DP3_v002_[0000-0898].mp4' failed: file not found (192.168.210.2:27102),
rx_logs,,utility-27110-2.log,Thu 28.Aug. ,16:14:01.948,error,transferring file from 'D:/Content/HOUS_LEDS_LOOP_GradientColor_Vertical_v002/DP5/HOUS_LEDS_LOOP_GradientColor_Vertical_DP5_v002_[0000-0898].mp4' to '<default>D:\Content\HOUS_LEDS_LOOP_GradientColor_Vertical_v002\DP5\HOUS_LEDS_LOOP_GradientColor_Vertical_DP5_v002_[0000-0898].mp4' failed: file not found (192.168.210.2:27102),
rx_logs,,utility-27110-2.log,Thu 28.Aug. ,16:14:01.950,error,transferring file from 'D:/Content/HOUS_LEDS_ANIM_Diagonal_Lines_v002/DP3/HOUS_LEDS_ANIM_Diagonal_Lines_DP3_v002_[00000-00898].mp4' to '<default>D:\Content\HOUS_LEDS_ANIM_Diagonal_Lines_v002\DP3\HOUS_LEDS_ANIM_Diagonal_Lines_DP3_v002_[00000-00898].mp4' failed: file not found (192.168.210.2:27102),
rx_logs,,utility-27110-2.log,Thu 28.Aug. ,16:14:01.950,error,transferring file from 'D:/Content/HOUS_LEDS_LOOP_Grid+Bars_v003/DP5/HOUS_LEDS_LOOP_Grid+Bars_DP5_v003_00000.png' to '<default>D:\Content\HOUS_LEDS_LOOP_Grid+Bars_v003\DP5\HOUS_LEDS_LOOP_Grid+Bars_DP5_v003_00000.png' failed: file not found (192.168.210.2:27102),
rx_logs,,utility-27110-2.log,Thu 28.Aug. ,16:14:01.951,error,transferring file from 'D:/Content/HOUS_LEDS_LOOP_Grid+Bars_v003/DP5/HOUS_LEDS_LOOP_Grid+Bars_DP5_v003_00001.png' to '<default>D:\Content\HOUS_LEDS_LOOP_Grid+Bars_v003\DP5\HOUS_LEDS_LOOP_Grid+Bars_DP5_v003_00001.png' failed: file not found (192.168.210.2:27102),
rx_logs,,utility-27110-2.log,Thu 28.Aug. ,16:14:01.951,error,transferring file from 'D:/Content/HOUS_LEDS_LOOP_Grid+Bars_v003/DP5/HOUS_LEDS_LOOP_Grid+Bars_DP5_v003_00002.png' to '<default>D:\Content\HOUS_LEDS_LOOP_Grid+Bars_v003\DP5\HOUS_LEDS_LOOP_Grid+Bars_DP5_v003_00002.png' failed: file not found (192.168.210.2:27102),
rx_logs,,utility-27110-2.log,Thu 28.Aug. ,16:14:01.951,error,transferring file from 'D:/Content/HOUS_LEDS_LOOP_Grid+Bars_v003/DP5/HOUS_LEDS_LOOP_Grid+Bars_DP5_v003_00003.png' to '<default>D:\Content\HOUS_LEDS_LOOP_Grid+Bars_v003\DP5\HOUS_LEDS_LOOP_Grid+Bars_DP5_v003_00003.png' failed: file not found (192.168.210.2:27102),
rx_logs,,utility-27110-2.log,Thu 28.Aug. ,16:14:01.951,error,transferring file from 'D:/Content/HOUS_LEDS_LOOP_Grid+Bars_v003/DP5/HOUS_LEDS_LOOP_Grid+Bars_DP5_v003_00004.png' to '<default>D:\Content\HOUS_LEDS_LOOP_Grid+Bars_v003\DP5\HOUS_LEDS_LOOP_Grid+Bars_DP5_v003_00004.png' failed: file not found (192.168.210.2:27102),
rx_logs,,utility-27110-2.log,Thu 28.Aug. ,16:14:27.292,error,transferring file from 'D:/Content/HOUS_LEDS_LOOP_Grid+Bars_v003/DP6/HOUS_LEDS_LOOP_Grid+Bars_DP6_v003_[00000-00898].mp4' to '<default>D:\Content\HOUS_LEDS_LOOP_Grid+Bars_v003\DP6\HOUS_LEDS_LOOP_Grid+Bars_DP6_v003_[00000-00898].mp4' failed: file not found (192.168.210.2:27102),
rx_logs,,utility-27110-2.log,Thu 28.Aug. ,16:14:27.292,error,transferring file from 'D:/Content/HOUS_LEDS_ANIM_GradientColor_Horizontal_v001/DP6/HOUS_LEDS_ANIM_GradientColor_Horizontal_DP6_v001_[00000-00898].mp4' to '<default>D:\Content\HOUS_LEDS_ANIM_GradientColor_Horizontal_v001\DP6\HOUS_LEDS_ANIM_GradientColor_Horizontal_DP6_v001_[00000-00898].mp4' failed: file not found (192.168.210.2:27102),
rx_logs,,utility-27110-2.log,Thu 28.Aug. ,16:14:27.292,error,transferring file from 'D:/Content/HOUS_LEDS_LOOP_GradientColor_Vertical_v002/DP4/HOUS_LEDS_LOOP_GradientColor_Vertical_DP4_v002_[0000-0898].mp4' to '<default>D:\Content\HOUS_LEDS_LOOP_GradientColor_Vertical_v002\DP4\HOUS_LEDS_LOOP_GradientColor_Vertical_DP4_v002_[0000-0898].mp4' failed: file not found (192.168.210.2:27102),
rx_logs,,utility-27110-2.log,Thu 28.Aug. ,16:14:27.292,error,25x similar to 'transferring file from 'D:/Content/HOUS_LEDS_LOOP_Grid+Bars_v003/DP5/HOUS_LEDS_LOOP_Grid+Bars_DP5_v003_00005.png' to '<default>D:\Content\HOUS_LEDS_LOOP_Grid+Bars_v003\DP5\HOUS_LEDS_LOOP_Grid+Bars_DP5_v003_00005.png' failed: file not found (192.168.210.2:27102)',
rx_logs,,utility-27110-2.log,Fri 29.Aug. ,11:19:28.624,error,encoding frame failed: software scaling failed,
rx_logs,,utility-27110-2.log,Thu 11.Sep. ,10:58:50.540,error,decoding 'E:\HOUS_graded\GH_LHUB_integration.mov' failed: Invalid data found when processing input,
rx_logs,,utility-27110-2.log,Thu 11.Sep. ,10:58:51.679,error,75x 'decoding 'E:\HOUS_graded\GH_LHUB_integration.mov' failed: Invalid data found when processing input',
rx_logs,,utility-27110-2.log,Tue 30.Sep. ,15:57:16.481,error,transferring file from 'D:/PX4Projects/HAS/2024-05-29OculusScreens/HOUS_NDisplay_v001_FD_Circular_0.fbx' to '<default>D:/PX4Projects/HAS/2024-05-29OculusScreens/HOUS_NDisplay_v001_FD_Circular_0.fbx' failed: file not found (192.168.210.10:27102),
rx_logs,,utility-27110-2.log,Tue 30.Sep. ,15:57:16.481,error,transferring file from 'Z:/2340_HOUS/_PROJECT_INFO/00_TEMPLATE/HOU/ELEMENTS/HOUS_AirportModel_v002_EGV/fbx/HOUS_AirportModel_v002_EGV_OculusScreenSlice05.fbx' to '<default>Z:/2340_HOUS/_PROJECT_INFO/00_TEMPLATE/HOU/ELEMENTS/HOUS_AirportModel_v002_EGV/fbx/HOUS_AirportModel_v002_EGV_OculusScreenSlice05.fbx' failed: file not found (192.168.210.10:27102),
rx_logs,,utility-27110-2.log,Tue 30.Sep. ,15:57:16.481,error,transferring file from 'D:/PX4Projects/HAS/2024-05-29OculusScreens/HOUS_NDisplay_v001_FD_Standard_0.fbx' to '<default>D:/PX4Projects/HAS/2024-05-29OculusScreens/HOUS_NDisplay_v001_FD_Standard_0.fbx' failed: file not found (192.168.210.10:27102),
rx_logs,,utility-27110-2.log,Tue 30.Sep. ,15:57:16.481,error,transferring file from 'Z:/2340_HOUS/_PROJECT_INFO/00_TEMPLATE/HOU/ELEMENTS/HOUS_AirportModel_v002_EGV/fbx/HOUS_AirportModel_v002_EGV_OculusScreenSlice02.fbx' to '<default>Z:/2340_HOUS/_PROJECT_INFO/00_TEMPLATE/HOU/ELEMENTS/HOUS_AirportModel_v002_EGV/fbx/HOUS_AirportModel_v002_EGV_OculusScreenSlice02.fbx' failed: file not found (192.168.210.10:27102),
rx_logs,,utility-27110-2.log,Tue 30.Sep. ,15:57:16.481,error,transferring file from 'Z:/2340_HOUS/_PROJECT_INFO/00_TEMPLATE/HOU/ELEMENTS/HOUS_AirportModel_v002_EGV/fbx/HOUS_AirportModel_v002_EGV_OculusScreenSlice04.fbx' to '<default>Z:/2340_HOUS/_PROJECT_INFO/00_TEMPLATE/HOU/ELEMENTS/HOUS_AirportModel_v002_EGV/fbx/HOUS_AirportModel_v002_EGV_OculusScreenSlice04.fbx' failed: file not found (192.168.210.10:27102),
rx_logs,,utility-27110-2.log,Tue 30.Sep. ,15:57:16.481,error,transferring file from 'Z:/2340_HOUS/_PROJECT_INFO/00_TEMPLATE/HOU/ELEMENTS/HOUS_AirportModel_v002_EGV/fbx/HOUS_AirportModel_v002_EGV_OculusScreenSlice03.fbx' to '<default>Z:/2340_HOUS/_PROJECT_INFO/00_TEMPLATE/HOU/ELEMENTS/HOUS_AirportModel_v002_EGV/fbx/HOUS_AirportModel_v002_EGV_OculusScreenSlice03.fbx' failed: file not found (192.168.210.10:27102),
rx_logs,,utility-27110-2.log,Tue 30.Sep. ,15:57:16.481,error,transferring file from 'Z:/2340_HOUS/_PROJECT_INFO/00_TEMPLATE/HOU/ELEMENTS/HOUS_AirportModel_v002_EGV/fbx/HOUS_AirportModel_v002_EGV_OculusScreenSlice01.fbx' to '<default>Z:/2340_HOUS/_PROJECT_INFO/00_TEMPLATE/HOU/ELEMENTS/HOUS_AirportModel_v002_EGV/fbx/HOUS_AirportModel_v002_EGV_OculusScreenSlice01.fbx' failed: file not found (192.168.210.10:27102),
rx_logs,,utility-27110-2.log,Tue 30.Sep. ,15:57:16.481,error,transferring file from 'D:/PX4Projects/HAS/2024-05-29OculusScreens/HOUS_NDisplay_v001_FD_Circular_3.fbx' to '<default>D:/PX4Projects/HAS/2024-05-29OculusScreens/HOUS_NDisplay_v001_FD_Circular_3.fbx' failed: file not found (192.168.210.10:27102),
rx_logs,,utility-27110-2.log,Tue 30.Sep. ,15:57:16.481,error,transferring file from 'D:/PX4Projects/HAS/2024-05-29OculusScreens/HOUS_NDisplay_v001_FD_Circular_5.fbx' to '<default>D:/PX4Projects/HAS/2024-05-29OculusScreens/HOUS_NDisplay_v001_FD_Circular_5.fbx' failed: file not found (192.168.210.10:27102),
rx_logs,,utility-27110-2.log,Tue 30.Sep. ,15:57:16.481,error,transferring file from 'D:/PX4Projects/HAS/2024-05-29OculusScreens/HOUS_NDisplay_v001_FD_Circular_4.fbx' to '<default>D:/PX4Projects/HAS/2024-05-29OculusScreens/HOUS_NDisplay_v001_FD_Circular_4.fbx' failed: file not found (192.168.210.10:27102),
rx_logs,,utility-27110-2.log,Tue 30.Sep. ,15:57:16.481,error,transferring file from 'D:/PX4Projects/HAS/2024-05-29OculusScreens/HOUS_NDisplay_v001_FD_Cylindrical_0.fbx' to '<default>D:/PX4Projects/HAS/2024-05-29OculusScreens/HOUS_NDisplay_v001_FD_Cylindrical_0.fbx' failed: file not found (192.168.210.10:27102),
rx_logs,,utility-27110-2.log,Tue 30.Sep. ,15:57:16.481,error,transferring file from 'D:/PX4Projects/HAS/2024-05-29OculusScreens/HOUS_NDisplay_v001_FD_Cylindrical_1.fbx' to '<default>D:/PX4Projects/HAS/2024-05-29OculusScreens/HOUS_NDisplay_v001_FD_Cylindrical_1.fbx' failed: file not found (192.168.210.10:27102),
rx_logs,,utility-27110-2.log,Tue 30.Sep. ,15:57:16.481,error,transferring file from 'D:/PX4Projects/HAS/2024-05-29OculusScreens/HOUS_NDisplay_v001_FD_Cylindrical_2.fbx' to '<default>D:/PX4Projects/HAS/2024-05-29OculusScreens/HOUS_NDisplay_v001_FD_Cylindrical_2.fbx' failed: file not found (192.168.210.10:27102),
rx_logs,,utility-27110-2.log,Tue 30.Sep. ,15:57:16.481,error,transferring file from 'D:/PX4Projects/HAS/2024-05-29OculusScreens/HOUS_NDisplay_v001_FD_Cylindrical_3.fbx' to '<default>D:/PX4Projects/HAS/2024-05-29OculusScreens/HOUS_NDisplay_v001_FD_Cylindrical_3.fbx' failed: file not found (192.168.210.10:27102),
rx_logs,,utility-27110-2.log,Tue 30.Sep. ,15:57:16.481,error,transferring file from 'D:/PX4Projects/HAS/2024-05-29OculusScreens/HOUS_NDisplay_v001_FD_Cylindrical_4.fbx' to '<default>D:/PX4Projects/HAS/2024-05-29OculusScreens/HOUS_NDisplay_v001_FD_Cylindrical_4.fbx' failed: file not found (192.168.210.10:27102),
