Logfilename,Datum,Zeit,Severity,Type/Source,Description
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Fri 03.Oct. ,23:24:21.720,error,900x similar to 'transferring file from '\\192.168.230.30\gh_hous_integration\2340_HOUS\04_INTEGRATION\TERA\01_MASTER\202510032044\DP2\GH_DP2_TERA_5760x1416_202510032044_00000001.png' to '<default>\\192.168.230.30\gh_hous_integration\2340_HOUS\04_INTEGRATION\TERA\01_MASTER\202510032044\DP2\GH_DP2_TERA_5760x1416_202510032044_00000001.png' failed: file not found (localhost)',
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Fri 03.Oct. ,23:25:21.832,error,900x similar to 'transferring file from '\\192.168.230.30\gh_hous_integration\2340_HOUS\04_INTEGRATION\TERA\01_MASTER\202510032044\DP5\GH_DP5_TERA_5760x1416_202510032044_00000001.png' to '<default>\\192.168.230.30\gh_hous_integration\2340_HOUS\04_INTEGRATION\TERA\01_MASTER\202510032044\DP5\GH_DP5_TERA_5760x1416_202510032044_00000001.png' failed: file not found (localhost)',
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,04:30:21.566,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\CLOK\GH_DP5_CLOK_IN_5760x1416_202510012001.mov' to '<default>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\CLOK\GH_DP5_CLOK_IN_5760x1416_202510012001.mov' failed: file not found (localhost),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,04:30:21.571,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\CLOK\GH_DP5_CLOK_LOOP_5760x1416_202510012001.mov' to '<default>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\CLOK\GH_DP5_CLOK_LOOP_5760x1416_202510012001.mov' failed: file not found (localhost),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,04:30:21.575,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\CLOK\GH_DP5_CLOK_OUT_5760x1416_202510012001.mov' to '<default>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\CLOK\GH_DP5_CLOK_OUT_5760x1416_202510012001.mov' failed: file not found (localhost),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,04:30:21.589,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\MANU\GH_DP5_MANU_IN_5760x1416_202510012017.mov' to '<default>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\MANU\GH_DP5_MANU_IN_5760x1416_202510012017.mov' failed: file not found (localhost),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,04:30:21.596,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\MANU\GH_DP5_MANU_LOOP_5760x1416_202510012017.mov' to '<default>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\MANU\GH_DP5_MANU_LOOP_5760x1416_202510012017.mov' failed: file not found (localhost),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,04:30:21.603,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\MANU\GH_DP5_MANU_OUT_5760x1416_202510012017.mov' to '<default>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\MANU\GH_DP5_MANU_OUT_5760x1416_202510012017.mov' failed: file not found (localhost),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,04:30:21.658,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\WALL\GH_DP5_WALL_5760x1416_202503101529.mov' to '<default>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\WALL\GH_DP5_WALL_5760x1416_202503101529.mov' failed: file not found (localhost),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,04:30:21.670,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\BLUE_A\GH_DP5_BLUE_A_5760x1416_202510011624.mov' to '<default>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\BLUE_A\GH_DP5_BLUE_A_5760x1416_202510011624.mov' failed: file not found (localhost),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,04:30:21.680,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\BLUE_B\GH_DP5_BLUE_B_5760x1416_202503101603.mov' to '<default>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\BLUE_B\GH_DP5_BLUE_B_5760x1416_202503101603.mov' failed: file not found (localhost),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,04:30:21.692,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_A\GH_DP5_SKIE_A_5760X1416_202510021510.mov' to '<default>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_A\GH_DP5_SKIE_A_5760X1416_202510021510.mov' failed: file not found (localhost),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,04:30:21.704,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_B\GH_DP5_SKIE_B_5760X1416_202510021514.mov' to '<default>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\SKIE_B\GH_DP5_SKIE_B_5760X1416_202510021514.mov' failed: file not found (localhost),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,04:30:21.717,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\CONS\GH_DP5_CONS_5760X1416_202510011621.mov' to '<default>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\CONS\GH_DP5_CONS_5760X1416_202510011621.mov' failed: file not found (localhost),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,04:30:21.728,error,transferring file from '\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP5_TOWN_5760x1416_202510021426.mov' to '<default>\\192.168.200.5\DriveShareD\GH_Integration_Delivery\TOWN\GH_DP5_TOWN_5760x1416_202510021426.mov' failed: file not found (localhost),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,08:42:28.320,error,transferring file from 'D:/RX-Cache/D%3A/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00001.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00001.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,08:42:28.320,error,transferring file from 'D:/RX-Cache/D%3A/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00002.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00002.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,08:42:28.320,error,transferring file from 'D:/RX-Cache/D%3A/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00003.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00003.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,08:42:28.320,error,transferring file from 'D:/RX-Cache/D%3A/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00004.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00004.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,08:42:28.320,error,transferring file from 'D:/RX-Cache/D%3A/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00005.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00005.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,08:42:28.323,error,transferring file from 'D:/RX-Cache/D%3A/GH_Integration_v1/TOWN/202510011407/GH_DP5_TOWN_5760x1416_202510011407.mov' to '<default>D:\GH_Integration_v1\TOWN\202510011407\GH_DP5_TOWN_5760x1416_202510011407.mov' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,08:42:28.323,error,transferring file from 'D:/RX-Cache/D%3A/GH_Integration_v1/FOLI/202509301606/GH_DP5_FOLI_5760x1416_202509301606.mov' to '<default>D:\GH_Integration_v1\FOLI\202509301606\GH_DP5_FOLI_5760x1416_202509301606.mov' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,08:42:28.324,error,transferring file from 'D:/RX-Cache/D%3A/GH_Integration_Delivery/TERA/DP5/GH_DP5_TERA_5760x1416_202510032044_00000397.png' to '<default>D:\GH_Integration_Delivery\TERA\DP5\GH_DP5_TERA_5760x1416_202510032044_00000397.png' failed: copying failed (finalizing: partial write),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,08:42:28.324,error,transferring file from 'D:/RX-Cache/D%3A/GH_Integration_Delivery/TERA/DP5/GH_DP5_TERA_5760x1416_202510032044_00000398.png' to '<default>D:\GH_Integration_Delivery\TERA\DP5\GH_DP5_TERA_5760x1416_202510032044_00000398.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,08:42:28.324,error,transferring file from 'D:/RX-Cache/D%3A/GH_Integration_Delivery/TERA/DP5/GH_DP5_TERA_5760x1416_202510032044_00000399.png' to '<default>D:\GH_Integration_Delivery\TERA\DP5\GH_DP5_TERA_5760x1416_202510032044_00000399.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,08:42:28.324,error,transferring file from 'D:/RX-Cache/D%3A/GH_Integration_Delivery/TERA/DP5/GH_DP5_TERA_5760x1416_202510032044_00000400.png' to '<default>D:\GH_Integration_Delivery\TERA\DP5\GH_DP5_TERA_5760x1416_202510032044_00000400.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,08:42:28.324,error,transferring file from 'D:/RX-Cache/D%3A/GH_Integration_Delivery/TERA/DP5/GH_DP5_TERA_5760x1416_202510032044_00000402.png' to '<default>D:\GH_Integration_Delivery\TERA\DP5\GH_DP5_TERA_5760x1416_202510032044_00000402.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,08:42:28.324,error,transferring file from 'D:/RX-Cache/D%3A/GH_Integration_Delivery/TERA/DP5/GH_DP5_TERA_5760x1416_202510032044_00000403.png' to '<default>D:\GH_Integration_Delivery\TERA\DP5\GH_DP5_TERA_5760x1416_202510032044_00000403.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,08:42:43.689,error,895x similar to 'transferring file from 'D:/RX-Cache/D%3A/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00006.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00006.png' failed: copying failed (finalizing: destination file not open)',
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,08:42:43.712,error,478x similar to 'transferring file from 'D:/RX-Cache/D%3A/GH_Integration_Delivery/TERA/DP5/GH_DP5_TERA_5760x1416_202510032044_00000404.png' to '<default>D:\GH_Integration_Delivery\TERA\DP5\GH_DP5_TERA_5760x1416_202510032044_00000404.png' failed: copying failed (finalizing: destination file not open)',
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,08:55:45.642,error,transferring file from 'D:/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00224.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00224.png' failed: copying failed (finalizing: partial write),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,08:55:45.642,error,transferring file from 'D:/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00225.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00225.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,08:55:45.642,error,transferring file from 'D:/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00227.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00227.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,08:55:45.642,error,transferring file from 'D:/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00228.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00228.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,08:55:45.642,error,transferring file from 'D:/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00229.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00229.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,08:55:45.642,error,transferring file from 'D:/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00230.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00230.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,08:55:54.906,error,644x similar to 'transferring file from 'D:/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00231.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00231.png' failed: copying failed (finalizing: destination file not open)',
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,14:08:41.319,error,transferring file from 'D:/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00754.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00754.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,14:08:41.319,error,transferring file from 'D:/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00755.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00755.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,14:08:41.319,error,transferring file from 'D:/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00756.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00756.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,14:08:41.319,error,transferring file from 'D:/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00757.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00757.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,14:08:41.319,error,transferring file from 'D:/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00758.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00758.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,14:09:32.078,error,137x similar to 'transferring file from 'D:/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00759.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00759.png' failed: copying failed (finalizing: destination file not open)',
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,14:17:52.357,error,transferring file from 'D:/RX-Cache/D%3A/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00765.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00765.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,14:17:52.357,error,transferring file from 'D:/RX-Cache/D%3A/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00766.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00766.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,14:17:52.357,error,transferring file from 'D:/RX-Cache/D%3A/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00767.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00767.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,14:17:52.357,error,transferring file from 'D:/RX-Cache/D%3A/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00768.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00768.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,14:17:52.357,error,transferring file from 'D:/RX-Cache/D%3A/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00769.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00769.png' failed: copying failed (finalizing: destination file not open),
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sat 04.Oct. ,14:17:58.926,error,126x similar to 'transferring file from 'D:/RX-Cache/D%3A/GH_Integration_v1/TERA/202510011302/DP5/GH_DP5_TERA_5760x1416_202510011302_00770.png' to '<default>D:\GH_Integration_v1\TERA\202510011302\DP5\GH_DP5_TERA_5760x1416_202510011302_00770.png' failed: copying failed (finalizing: destination file not open)',
PX4-26537-DUAL-05.zip/rx_logs/utility-27110-1.log,Sun 05.Oct. ,14:00:23.678,error,transferring file from '\\192.168.205.2\smb01\cms-media\GH_DP5_CLOK_IN_5760x1416_202510012001.mov' to '<default>\\192.168.205.2\smb01\cms-media\GH_DP5_CLOK_IN_5760x1416_202510012001.mov' failed: copying failed (finalizing: unable to commit file),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103.log,Thu 27.Nov. ,09:38:12.848,warning,display sync timed out (192.168.210.7 / Output 1),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103.log,Thu 27.Nov. ,09:38:44.212,warning,26x similar to 'display sync timed out (192.168.210.7 / Output 1)',
PX4-26537-DUAL-05.zip/rx_logs/playback-27103.log,Thu 27.Nov. ,09:41:48.326,warning,automatically reloaded texture 'srv://192.168.210.2/SHM/warp_0_4.pfm' disappeared,
PX4-26537-DUAL-05.zip/rx_logs/playback-27103.log,Thu 27.Nov. ,09:41:48.330,warning,automatically reloaded texture 'srv://192.168.210.2/SHM/warp_0_11.pfm' disappeared,
PX4-26537-DUAL-05.zip/rx_logs/playback-27103.log,Thu 27.Nov. ,18:23:22.576,warning,4x similar to 'display sync timed out (192.168.210.7 / Output 1)',
PX4-26537-DUAL-05.zip/rx_logs/playback-27103.log,Thu 27.Nov. ,18:23:44.843,warning,22x similar to 'display sync timed out (192.168.210.7 / Output 1)',
PX4-26537-DUAL-05.zip/rx_logs/playback-27103.log,Thu 27.Nov. ,18:51:47.319,warning,21x similar to 'display sync timed out (192.168.210.7 / Output 1)',
PX4-26537-DUAL-05.zip/rx_logs/playback-27103.log,Thu 27.Nov. ,18:51:52.786,warning,5x similar to 'display sync timed out (192.168.210.7 / Output 1)',
PX4-26537-DUAL-05.zip/rx_logs/playback-27103-3.log,Sat 11.Oct. ,09:00:00.312,error,transferring file from 'SHM/warp_23637_101.pfm' to 'srv://192.168.210.2/SHM/warp_23637_101.pfm' failed: file not found (192.168.210.2:27102),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103-3.log,Sat 11.Oct. ,09:00:01.217,error,transferring file from 'SHM/warp_23645_106.pfm' to 'srv://192.168.210.2/SHM/warp_23645_106.pfm' failed: file not found (192.168.210.2:27102),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103-3.log,Sat 11.Oct. ,09:01:03.614,error,transferring file from 'SHM/warp_23740_117.pfm' to 'srv://192.168.210.2/SHM/warp_23740_117.pfm' failed: file not found (192.168.210.2:27102),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103-3.log,Sat 11.Oct. ,09:01:03.615,error,transferring file from 'SHM/warp_23735_112.pfm' to 'srv://192.168.210.2/SHM/warp_23735_112.pfm' failed: copying failed (Receiver: received error signal),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103-3.log,Sat 11.Oct. ,09:02:14.713,error,transferring file from 'SHM/warp_27501_178.pfm' to 'srv://192.168.210.2/SHM/warp_27501_178.pfm' failed: file not found (192.168.210.2:27102),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103-3.log,Sat 11.Oct. ,09:02:15.514,error,transferring file from 'SHM/warp_27525_183.pfm' to 'srv://192.168.210.2/SHM/warp_27525_183.pfm' failed: file not found (192.168.210.2:27102),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103-3.log,Sat 11.Oct. ,09:02:15.780,error,transferring file from 'SHM/warp_27542_193.pfm' to 'srv://192.168.210.2/SHM/warp_27542_193.pfm' failed: file not found (192.168.210.2:27102),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103-3.log,Sat 11.Oct. ,09:03:48.281,error,transferring file from 'SHM/warp_24287_91.pfm' to 'srv://192.168.210.2/SHM/warp_24287_91.pfm' failed: file not found (192.168.210.2:27102),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103-3.log,Sat 11.Oct. ,09:03:48.281,error,transferring file from 'SHM/warp_24293_97.pfm' to 'srv://192.168.210.2/SHM/warp_24293_97.pfm' failed: file not found (192.168.210.2:27102),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103-3.log,Sat 11.Oct. ,09:10:24.359,error,transferring file from 'SHM/warp_28773_170.pfm' to 'srv://192.168.210.2/SHM/warp_28773_170.pfm' failed: file not found (192.168.210.2:27102),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103-3.log,Sat 11.Oct. ,09:10:24.359,error,transferring file from 'SHM/warp_28845_173.pfm' to 'srv://192.168.210.2/SHM/warp_28845_173.pfm' failed: file not found (192.168.210.2:27102),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103-3.log,Sat 11.Oct. ,09:18:37.591,error,transferring file from 'SHM/warp_31424_265.pfm' to 'srv://192.168.210.2/SHM/warp_31424_265.pfm' failed: file not found (192.168.210.2:27102),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103-3.log,Sat 11.Oct. ,09:18:39.090,error,transferring file from 'SHM/warp_31434_268.pfm' to 'srv://192.168.210.2/SHM/warp_31434_268.pfm' failed: file not found (192.168.210.2:27102),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103-3.log,Sat 11.Oct. ,09:21:44.488,error,transferring file from 'SHM/warp_31806_289.pfm' to 'srv://192.168.210.2/SHM/warp_31806_289.pfm' failed: file not found (192.168.210.2:27102),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103-3.log,Sat 11.Oct. ,09:21:44.488,error,transferring file from 'SHM/warp_32019_295.pfm' to 'srv://192.168.210.2/SHM/warp_32019_295.pfm' failed: file not found (192.168.210.2:27102),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103-3.log,Sat 11.Oct. ,09:21:45.926,error,transferring file from 'SHM/warp_32401_320.pfm' to 'srv://192.168.210.2/SHM/warp_32401_320.pfm' failed: file not found (192.168.210.2:27102),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103-3.log,Sat 11.Oct. ,09:24:04.314,error,transferring file from 'SHM/warp_32851_339.pfm' to 'srv://192.168.210.2/SHM/warp_32851_339.pfm' failed: file not found (192.168.210.2:27102),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103-3.log,Sat 11.Oct. ,09:24:04.314,error,transferring file from 'SHM/warp_33134_345.pfm' to 'srv://192.168.210.2/SHM/warp_33134_345.pfm' failed: file not found (192.168.210.2:27102),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103-3.log,Sat 11.Oct. ,09:24:04.569,error,transferring file from 'SHM/warp_33258_357.pfm' to 'srv://192.168.210.2/SHM/warp_33258_357.pfm' failed: file not found (192.168.210.2:27102),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103-3.log,Sat 11.Oct. ,09:24:04.569,error,transferring file from 'SHM/warp_33260_359.pfm' to 'srv://192.168.210.2/SHM/warp_33260_359.pfm' failed: file not found (192.168.210.2:27102),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103-3.log,Sat 11.Oct. ,09:24:34.628,error,transferring file from 'SHM/warp_33732_375.pfm' to 'srv://192.168.210.2/SHM/warp_33732_375.pfm' failed: file not found (192.168.210.2:27102),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103-3.log,Sat 11.Oct. ,09:24:35.998,error,transferring file from 'SHM/warp_33838_392.pfm' to 'srv://192.168.210.2/SHM/warp_33838_392.pfm' failed: file not found (192.168.210.2:27102),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103-3.log,Sat 11.Oct. ,11:32:53.949,error,transferring file from 'SHM/warp_46104_428.pfm' to 'srv://192.168.210.2/SHM/warp_46104_428.pfm' failed: file not found (192.168.210.2:27102),
PX4-26537-DUAL-05.zip/rx_logs/playback-27103-3.log,Sat 11.Oct. ,11:32:53.949,error,transferring file from 'SHM/warp_46174_431.pfm' to 'srv://192.168.210.2/SHM/warp_46174_431.pfm' failed: file not found (192.168.210.2:27102),
