Log-Kategorie,Ordner,Dateiname,Fehler-Kategorie,Datum,Zeit,Severity,Type/Source,Description
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,00:55:16.659,error,3043x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP5_CLOK_IN_5760x1416_202510012001.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP5_CLOK_IN_5760x1416_202510012001.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,00:55:16.659,error,9490x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP1_CLOK_LOOP_5760x1416_202510012001.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP1_CLOK_LOOP_5760x1416_202510012001.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,00:57:16.768,error,21594x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP6_CLOK_LOOP_5476x1416_202510012001.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP6_CLOK_LOOP_5476x1416_202510012001.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,00:58:16.822,error,21558x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP6_CLOK_LOOP_5476x1416_202510012001.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP6_CLOK_LOOP_5476x1416_202510012001.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,01:01:16.987,error,3048x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP2_CLOK_IN_5760x1416_202510012001.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP2_CLOK_IN_5760x1416_202510012001.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,01:01:16.987,error,27636x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP6_CLOK_LOOP_5476x1416_202510012001.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP6_CLOK_LOOP_5476x1416_202510012001.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,01:02:17.041,error,21582x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP6_CLOK_LOOP_5476x1416_202510012001.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP6_CLOK_LOOP_5476x1416_202510012001.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,01:03:17.096,error,21570x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP6_CLOK_LOOP_5476x1416_202510012001.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP6_CLOK_LOOP_5476x1416_202510012001.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,01:05:17.205,error,27624x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP6_CLOK_LOOP_5476x1416_202510012001.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP6_CLOK_LOOP_5476x1416_202510012001.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,01:06:17.259,error,18498x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP5_CLOK_LOOP_5760x1416_202510012001.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP5_CLOK_LOOP_5760x1416_202510012001.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,01:09:17.417,error,21588x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP6_CLOK_LOOP_5476x1416_202510012001.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP6_CLOK_LOOP_5476x1416_202510012001.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,01:12:17.568,error,21564x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP4_CLOK_LOOP_5760x1416_202510012001.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP4_CLOK_LOOP_5760x1416_202510012001.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,01:16:17.769,error,973x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP5_TERA_IN_5760x1416_202510032056.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP5_TERA_IN_5760x1416_202510032056.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,01:16:38.010,error,2610x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP2_TERA_IN_5760x1416_202510032056.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP2_TERA_IN_5760x1416_202510032056.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,01:18:17.869,error,21600x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP6_CLOK_LOOP_5476x1416_202510012001.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP6_CLOK_LOOP_5476x1416_202510012001.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,01:21:18.021,error,18718x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP6_CLOK_LOOP_5476x1416_202510012001.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP6_CLOK_LOOP_5476x1416_202510012001.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,01:21:18.021,error,14x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP3_TERA_LOOP_5476x1416_202510032056.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP3_TERA_LOOP_5476x1416_202510032056.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,01:21:18.021,error,1317x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP1_TERA_OUT_5760x1416_202510032056.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP1_TERA_OUT_5760x1416_202510032056.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,01:22:18.072,error,60x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP1_TERA_OUT_5760x1416_202510032056.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP1_TERA_OUT_5760x1416_202510032056.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,01:22:18.072,error,17262x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP1_TERA_LOOP_5760x1416_202510032056.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP1_TERA_LOOP_5760x1416_202510032056.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,01:27:18.327,error,1200x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP1_TERA_IN_5760x1416_202510032056.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP1_TERA_IN_5760x1416_202510032056.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,01:28:18.379,error,2388x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP1_TERA_IN_5760x1416_202510032056.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP1_TERA_IN_5760x1416_202510032056.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,01:28:18.379,error,3660x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP1_TERA_OUT_5760x1416_202510032056.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP1_TERA_OUT_5760x1416_202510032056.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,01:28:18.379,error,25134x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP6_TERA_LOOP_5476x1416_202510032056.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP6_TERA_LOOP_5476x1416_202510032056.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,01:32:18.585,error,71x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP1_TERA_OUT_5760x1416_202510032056.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP1_TERA_OUT_5760x1416_202510032056.mov' failed',
pixera_logs,,file_9.txt,Netzwerk,Wed 08.Oct. ,01:32:18.585,error,17892x similar to 'loading '<?>\\10.0.0.8\share_0\cms-media\GH_DP5_TERA_LOOP_5760x1416_202510032056.mov' failed: opening file '\\10.0.0.8\share_0\cms-media\GH_DP5_TERA_LOOP_5760x1416_202510032056.mov' failed',
rx_logs,,file_10.log,Sonstige,Mon 24.Feb. ,09:52:22.246,error,service 10.0.0.9:27103 disconnected unexpectedly,
rx_logs,,file_1.log,Sonstige,Tue 28.Oct. ,02:41:51.680,warning,automatically reloaded texture 'srv:Data/.../*.pfm' disappeared,
rx_logs,,file_1.log,Sonstige,Tue 28.Oct. ,07:15:31.334,warning,display sync timed out (10.0.0.10 / Output 1),
rx_logs,,file_1.log,Sonstige,Tue 28.Oct. ,07:16:00.066,warning,24x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_1.log,Sonstige,Tue 28.Oct. ,07:16:01.485,fatal,DISPLAY SYNC DEADLOCKED,
rx_logs,,file_1.log,Sonstige,Tue 28.Oct. ,07:16:02.486,warning,2x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_1.log,Sonstige,Tue 28.Oct. ,07:16:02.486,warning,closing window during swap,
rx_logs,,file_1.log,Sonstige,Tue 28.Oct. ,07:26:45.604,warning,26x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_1.log,Sonstige,Wed 29.Oct. ,00:41:44.760,warning,20x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_1.log,Sonstige,Wed 29.Oct. ,00:41:50.828,warning,6x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_1.log,Netzwerk,Wed 29.Oct. ,00:44:48.894,fatal,WATCHDOG TIMEOUT,
rx_logs,,file_1.log,Sonstige,Wed 29.Oct. ,16:09:40.030,warning,15x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_1.log,Sonstige,Wed 29.Oct. ,16:09:51.126,warning,11x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_1.log,Datei,Sat 01.Nov. ,21:05:47.902,error,End of file,
rx_logs,,file_1.log,Zeitbezogen,Sun 02.Nov. ,01:00:01.134,warning,System time changed!,
rx_logs,,file_1.log,Sonstige,Sun 02.Nov. ,22:46:17.734,warning,10x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_1.log,Sonstige,Sun 02.Nov. ,22:46:34.203,warning,16x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_1.log,Sonstige,Mon 03.Nov. ,12:42:13.149,warning,4x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_1.log,Sonstige,Mon 03.Nov. ,12:42:35.999,warning,22x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_1.log,Sonstige,Wed 05.Nov. ,07:13:55.386,error,updating render task failed: importing texture memory failed,
rx_logs,,file_1.log,Sonstige,Wed 05.Nov. ,07:13:55.417,error,updating render task failed: importing semaphore failed,
rx_logs,,file_1.log,System,Wed 05.Nov. ,07:37:26.538,error,The I/O operation has been aborted because of either a thread exit or an application request.,
rx_logs,,file_1.log,Sonstige,Wed 05.Nov. ,08:59:54.293,warning,48x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_1.log,Sonstige,Wed 05.Nov. ,09:00:54.406,warning,58x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_1.log,Sonstige,Wed 05.Nov. ,09:01:54.509,warning,60x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_1.log,Sonstige,Wed 05.Nov. ,09:06:55.047,warning,59x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_1.log,Sonstige,Wed 05.Nov. ,09:11:55.609,warning,13x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_1.log,Sonstige,Sat 08.Nov. ,00:22:49.406,warning,25x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_1.log,Sonstige,Sun 09.Nov. ,23:44:33.908,warning,8x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_1.log,Sonstige,Sun 09.Nov. ,23:44:52.114,warning,18x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_2.log,Datei,Sat 11.Oct. ,22:13:53.602,error,transferring file from 'SHMData/.../*.pfm' to 'srv://10.0.0.5/SHMData/.../*.pfm' failed: file not found (10.0.0.5:27102),
rx_logs,,file_2.log,Datei,Sat 11.Oct. ,22:13:54.969,error,transferring file from 'SHMData/.../*.pfm' to 'srv://10.0.0.5/SHMData/.../*.pfm' failed: copying failed (Receiver: received error signal),
rx_logs,,file_2.log,Sonstige,Mon 13.Oct. ,16:21:29.007,error,"directory_iterator::directory_iterator: The system cannot find the path specified.: ""Data/...""",
rx_logs,,file_2.log,Netzwerk,Fri 17.Oct. ,01:35:48.491,error,An existing connection was forcibly closed by the remote host.,
rx_logs,,file_2.log,Sonstige,Wed 22.Oct. ,08:45:54.338,fatal,assertion 'referenced' failed in graph::GraphImpl::create_referenced_node,
rx_logs,,file_2.log,Sonstige,Wed 22.Oct. ,08:45:54.341,fatal,UNHANDLED EXCEPTION,
rx_logs,,file_2.log,Sonstige,Wed 22.Oct. ,10:29:20.840,warning,9x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_2.log,Sonstige,Wed 22.Oct. ,16:32:32.163,error,loading '<?>Data/.../*.mov' failed: opening file 'Data/.../*.mov' failed,
rx_logs,,file_11.log,Sonstige,Wed 08.Oct. ,23:01:49.511,warning,23x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_11.log,Sonstige,Wed 08.Oct. ,23:01:52.585,warning,3x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_11.log,Sonstige,Thu 09.Oct. ,09:23:39.274,warning,7x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_11.log,Sonstige,Thu 09.Oct. ,09:25:39.315,warning,5x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_12.log,Sonstige,Sun 16.Nov. ,15:51:39.283,warning,14x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_12.log,Sonstige,Sun 16.Nov. ,15:51:52.259,warning,12x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_12.log,Sonstige,Thu 20.Nov. ,00:22:40.323,warning,17x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_12.log,Sonstige,Mon 24.Nov. ,07:14:36.922,warning,19x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_12.log,Sonstige,Thu 27.Nov. ,18:23:45.023,warning,21x similar to 'display sync timed out (10.0.0.10 / Output 1)',
rx_logs,,file_4.log,Datei,Fri 17.Oct. ,01:36:15.257,error,transferring file from 'Data/.../*.png' to '<default>Data/.../*.png' failed: file not found (10.0.0.7:27102),
rx_logs,,file_5.log,Datei,Wed 08.Oct. ,15:05:47.121,error,transferring file from 'Data/.../*.mov' to '<default>Data/.../*.mov' failed: file not found (10.0.0.5:27102),
